code_insee,nom_standard,dep_nom,reg_nom,population,superficie_km2,grille_densite_texte,code_postal,url_wikipedia,latitude_centre,longitude_centre
95176,Cormeilles-en-Parisis,Val-d'Oise,Île-de-France,26741,8,Grands centres urbains,95240.0,https://fr.wikipedia.org/wiki/fr:Cormeilles-en-Parisis,48.968,2.199
95197,Deuil-la-Barre,Val-d'Oise,Île-de-France,22510,4,Grands centres urbains,95170.0,https://fr.wikipedia.org/wiki/fr:Deuil-la-Barre,48.971,2.326
95203,Eaubonne,Val-d'Oise,Île-de-France,25373,4,Grands centres urbains,95600.0,https://fr.wikipedia.org/wiki/fr:Eaubonne,48.991,2.278
95219,Ermont,Val-d'Oise,Île-de-France,28987,4,Grands centres urbains,95120.0,https://fr.wikipedia.org/wiki/fr:Ermont,48.988,2.257
95252,Franconville,Val-d'Oise,Île-de-France,37520,6,Grands centres urbains,95130.0,https://fr.wikipedia.org/wiki/fr:Franconville (Val-d'Oise),48.988,2.224
95268,Garges-lès-Gonesse,Val-d'Oise,Île-de-France,42841,5,Grands centres urbains,95140.0,https://fr.wikipedia.org/wiki/fr:Garges-lès-Gonesse,48.97,2.405
95277,Gonesse,Val-d'Oise,Île-de-France,25963,20,Grands centres urbains,95500.0,https://fr.wikipedia.org/wiki/fr:Gonesse,48.986,2.457
95280,Goussainville,Val-d'Oise,Île-de-France,30693,11,Centres urbains intermédiaires,95190.0,https://fr.wikipedia.org/wiki/fr:Goussainville (Val-d'Oise),49.024,2.466
95306,Herblay-sur-Seine,Val-d'Oise,Île-de-France,31605,13,Grands centres urbains,95220.0,https://fr.wikipedia.org/wiki/fr:Herblay-sur-Seine,49.001,2.15
95424,Montigny-lès-Cormeilles,Val-d'Oise,Île-de-France,22603,4,Grands centres urbains,95370.0,https://fr.wikipedia.org/wiki/fr:Montigny-lès-Cormeilles,48.994,2.194
95428,Montmorency,Val-d'Oise,Île-de-France,21870,5,Grands centres urbains,95160.0,https://fr.wikipedia.org/wiki/fr:Montmorency (Val-d'Oise),48.992,2.321
95500,Pontoise,Val-d'Oise,Île-de-France,31327,7,Grands centres urbains,95300.0,https://fr.wikipedia.org/wiki/fr:Pontoise,49.051,2.095
95555,Saint-Gratien,Val-d'Oise,Île-de-France,20866,3,Grands centres urbains,95210.0,https://fr.wikipedia.org/wiki/fr:Saint-Gratien (Val-d'Oise),48.969,2.285
95572,Saint-Ouen-l'Aumône,Val-d'Oise,Île-de-France,25023,14,Grands centres urbains,95310.0,https://fr.wikipedia.org/wiki/fr:Saint-Ouen-l'Aumône,49.044,2.129
95582,Sannois,Val-d'Oise,Île-de-France,26768,5,Grands centres urbains,95110.0,https://fr.wikipedia.org/wiki/fr:Sannois,48.972,2.253
95585,Sarcelles,Val-d'Oise,Île-de-France,58424,8,Grands centres urbains,95200.0,https://fr.wikipedia.org/wiki/fr:Sarcelles,48.99,2.382
95607,Taverny,Val-d'Oise,Île-de-France,27025,10,Grands centres urbains,95150.0,https://fr.wikipedia.org/wiki/fr:Taverny,49.027,2.221
95680,Villiers-le-Bel,Val-d'Oise,Île-de-France,28836,7,Grands centres urbains,95400.0,https://fr.wikipedia.org/wiki/fr:Villiers-le-Bel,49.008,2.404
97101,Les Abymes,Guadeloupe,Guadeloupe,52118,70,Centres urbains intermédiaires,97142.0,https://fr.wikipedia.org/wiki/fr:Les Abymes,16.273,-61.502
97103,Baie-Mahault,Guadeloupe,Guadeloupe,30909,47,Ceintures urbaines,97122.0,https://fr.wikipedia.org/wiki/fr:Baie-Mahault,16.251,-61.593
97113,Le Gosier,Guadeloupe,Guadeloupe,27184,45,Ceintures urbaines,97190.0,https://fr.wikipedia.org/wiki/fr:Le Gosier,16.225,-61.47
97117,Le Moule,Guadeloupe,Guadeloupe,22645,83,Petites villes,97160.0,https://fr.wikipedia.org/wiki/fr:Le Moule,16.32,-61.372
97118,Petit-Bourg,Guadeloupe,Guadeloupe,24272,131,Ceintures urbaines,97170.0,https://fr.wikipedia.org/wiki/fr:Petit-Bourg,16.172,-61.657
97128,Sainte-Anne,Guadeloupe,Guadeloupe,24281,81,Petites villes,97180.0,https://fr.wikipedia.org/wiki/fr:Sainte-Anne (Guadeloupe),16.257,-61.388
97209,Fort-de-France,Martinique,Martinique,74921,44,Grands centres urbains,97200.0,https://fr.wikipedia.org/wiki/fr:Fort-de-France,14.641,-61.069
97213,Le Lamentin,Martinique,Martinique,39641,68,Grands centres urbains,97232.0,https://fr.wikipedia.org/wiki/fr:Le Lamentin,14.625,-60.993
97222,Le Robert,Martinique,Martinique,21305,46,Ceintures urbaines,97231.0,https://fr.wikipedia.org/wiki/fr:Le Robert,14.675,-60.943
97302,Cayenne,Guyane,Guyane,63468,31,Grands centres urbains,97300.0,https://fr.wikipedia.org/wiki/fr:Cayenne,5.022,-52.501
97304,Kourou,Guyane,Guyane,24612,2285,Centres urbains intermédiaires,97310.0,https://fr.wikipedia.org/wiki/fr:Kourou,4.934,-52.766
97307,Matoury,Guyane,Guyane,34810,149,Ceintures urbaines,97351.0,https://fr.wikipedia.org/wiki/fr:Matoury,4.832,-52.344
97309,Remire-Montjoly,Guyane,Guyane,27274,51,Ceintures urbaines,97354.0,https://fr.wikipedia.org/wiki/fr:Remire-Montjoly,4.884,-52.279
97311,Saint-Laurent-du-Maroni,Guyane,Guyane,50250,4151,Centres urbains intermédiaires,97320.0,https://fr.wikipedia.org/wiki/fr:Saint-Laurent-du-Maroni,4.965,-53.983
97407,Le Port,La Réunion,La Réunion,33336,16,Centres urbains intermédiaires,97420.0,https://fr.wikipedia.org/wiki/fr:Le Port (La Réunion),-20.945,55.305
97408,La Possession,La Réunion,La Réunion,35245,119,Centres urbains intermédiaires,97419.0,https://fr.wikipedia.org/wiki/fr:La Possession,-20.994,55.398
97409,Saint-André,La Réunion,La Réunion,57150,54,Centres urbains intermédiaires,97440.0,https://fr.wikipedia.org/wiki/fr:Saint-André (La Réunion),-20.963,55.643
97410,Saint-Benoît,La Réunion,La Réunion,37023,230,Ceintures urbaines,97437.0,https://fr.wikipedia.org/wiki/fr:Saint-Benoît (La Réunion),-21.092,55.649
97411,Saint-Denis,La Réunion,La Réunion,154765,142,Grands centres urbains,97400.0,https://fr.wikipedia.org/wiki/fr:Saint-Denis (La Réunion),-20.933,55.447
97412,Saint-Joseph,La Réunion,La Réunion,38807,178,Ceintures urbaines,97480.0,https://fr.wikipedia.org/wiki/fr:Saint-Joseph (La Réunion),-21.306,55.642
97413,Saint-Leu,La Réunion,La Réunion,34893,118,Ceintures urbaines,97416.0,https://fr.wikipedia.org/wiki/fr:Saint-Leu (La Réunion),-21.167,55.333
97414,Saint-Louis,La Réunion,La Réunion,53935,99,Grands centres urbains,97421.0,https://fr.wikipedia.org/wiki/fr:Saint-Louis (La Réunion),-21.234,55.421
97415,Saint-Paul,La Réunion,La Réunion,105240,240,Centres urbains intermédiaires,97411.0,https://fr.wikipedia.org/wiki/fr:Saint-Paul (La Réunion),-21.044,55.322
97416,Saint-Pierre,La Réunion,La Réunion,84077,96,Centres urbains intermédiaires,97410.0,https://fr.wikipedia.org/wiki/fr:Saint-Pierre (La Réunion),-21.312,55.494
97418,Sainte-Marie,La Réunion,La Réunion,34344,89,Ceintures urbaines,97438.0,https://fr.wikipedia.org/wiki/fr:Sainte-Marie (La Réunion),-20.947,55.53
97420,Sainte-Suzanne,La Réunion,La Réunion,24293,58,Ceintures urbaines,97441.0,https://fr.wikipedia.org/wiki/fr:Sainte-Suzanne (La Réunion),-20.946,55.593
97422,Le Tampon,La Réunion,La Réunion,81943,181,Centres urbains intermédiaires,97418.0,https://fr.wikipedia.org/wiki/fr:Le Tampon,-21.223,55.558
97610,Koungou,Mayotte,Mayotte,32156,28,Centres urbains intermédiaires,97600.0,https://fr.wikipedia.org/wiki/fr:Koungou,-12.747,45.187
97611,Mamoudzou,Mayotte,Mayotte,71437,42,Grands centres urbains,97600.0,https://fr.wikipedia.org/wiki/fr:Mamoudzou,-12.79,45.193
