code_insee,nom_standard,dep_nom,reg_nom,population,superficie_km2,grille_densite_texte,code_postal,url_wikipedia,latitude_centre,longitude_centre
78311,Houilles,Yvelines,Île-de-France,33449,4,Grands centres urbains,78800.0,https://fr.wikipedia.org/wiki/fr:Houilles,48.927,2.188
78358,Maisons-Laffitte,Yvelines,Île-de-France,23080,7,Grands centres urbains,78600.0,https://fr.wikipedia.org/wiki/fr:Maisons-Laffitte,48.952,2.152
78361,Mantes-la-Jolie,Yvelines,Île-de-France,44539,9,Grands centres urbains,78200.0,https://fr.wikipedia.org/wiki/fr:Mantes-la-Jolie,48.998,1.693
78362,Mantes-la-Ville,Yvelines,Île-de-France,21376,6,Grands centres urbains,78711.0,https://fr.wikipedia.org/wiki/fr:Mantes-la-Ville,48.975,1.712
78423,Montigny-le-Bretonneux,Yvelines,Île-de-France,31777,11,Grands centres urbains,78180.0,https://fr.wikipedia.org/wiki/fr:Montigny-le-Bretonneux,48.78,2.03
78440,Les Mureaux,Yvelines,Île-de-France,33977,12,Centres urbains intermédiaires,78130.0,https://fr.wikipedia.org/wiki/fr:Les Mureaux,48.989,1.914
78490,Plaisir,Yvelines,Île-de-France,31375,18,Grands centres urbains,78370.0,https://fr.wikipedia.org/wiki/fr:Plaisir (Yvelines),48.813,1.947
78498,Poissy,Yvelines,Île-de-France,40016,13,Grands centres urbains,78300.0,https://fr.wikipedia.org/wiki/fr:Poissy,48.924,2.027
78517,Rambouillet,Yvelines,Île-de-France,26816,36,Centres urbains intermédiaires,78120.0,https://fr.wikipedia.org/wiki/fr:Rambouillet,48.654,1.826
78545,Saint-Cyr-l'École,Yvelines,Île-de-France,20971,5,Grands centres urbains,78210.0,https://fr.wikipedia.org/wiki/fr:Saint-Cyr-l'École,48.807,2.066
78551,Saint-Germain-en-Laye,Yvelines,Île-de-France,44380,49,Grands centres urbains,78112.0,,48.941,2.099
78586,Sartrouville,Yvelines,Île-de-France,51220,8,Grands centres urbains,78500.0,https://fr.wikipedia.org/wiki/fr:Sartrouville,48.94,2.175
78621,Trappes,Yvelines,Île-de-France,33717,14,Grands centres urbains,78190.0,https://fr.wikipedia.org/wiki/fr:Trappes,48.775,1.993
78640,Vélizy-Villacoublay,Yvelines,Île-de-France,22713,9,Grands centres urbains,78140.0,https://fr.wikipedia.org/wiki/fr:Vélizy-Villacoublay,48.784,2.197
78646,Versailles,Yvelines,Île-de-France,83587,26,Grands centres urbains,78000.0,https://fr.wikipedia.org/wiki/fr:Versailles,48.803,2.118
79191,Niort,Deux-Sèvres,Nouvelle-Aquitaine,59309,68,Centres urbains intermédiaires,79000.0,https://fr.wikipedia.org/wiki/fr:Niort,46.328,-0.465
80001,Abbeville,Somme,Hauts-de-France,22595,26,Centres urbains intermédiaires,80100.0,https://fr.wikipedia.org/wiki/fr:Abbeville,50.108,1.832
80021,Amiens,Somme,Hauts-de-France,133625,50,Grands centres urbains,80090.0,https://fr.wikipedia.org/wiki/fr:Amiens,49.901,2.29
81004,Albi,Tarn,Occitanie,49714,45,Centres urbains intermédiaires,81000.0,https://fr.wikipedia.org/wiki/fr:Albi,43.926,2.147
81065,Castres,Tarn,Occitanie,42672,99,Centres urbains intermédiaires,81100.0,https://fr.wikipedia.org/wiki/fr:Castres,43.616,2.238
82121,Montauban,Tarn-et-Garonne,Occitanie,61919,136,Centres urbains intermédiaires,82000.0,https://fr.wikipedia.org/wiki/fr:Montauban,44.022,1.364
83050,Draguignan,Var,Provence-Alpes-Côte d'Azur,39745,54,Centres urbains intermédiaires,83300.0,https://fr.wikipedia.org/wiki/fr:Draguignan,43.536,6.454
83061,Fréjus,Var,Provence-Alpes-Côte d'Azur,57082,105,Grands centres urbains,83600.0,https://fr.wikipedia.org/wiki/fr:Fréjus,43.472,6.764
83062,La Garde,Var,Provence-Alpes-Côte d'Azur,25912,16,Grands centres urbains,83130.0,https://fr.wikipedia.org/wiki/fr:La Garde (Var),43.126,6.019
83069,Hyères,Var,Provence-Alpes-Côte d'Azur,55103,134,Centres urbains intermédiaires,83400.0,https://fr.wikipedia.org/wiki/fr:Hyères,43.102,6.189
83118,Saint-Raphaël,Var,Provence-Alpes-Côte d'Azur,35950,91,Grands centres urbains,83530.0,https://fr.wikipedia.org/wiki/fr:Saint-Raphaël (Var),43.458,6.847
83126,La Seyne-sur-Mer,Var,Provence-Alpes-Côte d'Azur,62763,24,Grands centres urbains,83500.0,https://fr.wikipedia.org/wiki/fr:La Seyne-sur-Mer,43.088,5.871
83129,Six-Fours-les-Plages,Var,Provence-Alpes-Côte d'Azur,36203,27,Grands centres urbains,83140.0,https://fr.wikipedia.org/wiki/fr:Six-Fours-les-Plages,43.087,5.829
83137,Toulon,Var,Provence-Alpes-Côte d'Azur,180452,44,Grands centres urbains,83000.0,https://fr.wikipedia.org/wiki/fr:Toulon,43.136,5.932
83144,La Valette-du-Var,Var,Provence-Alpes-Côte d'Azur,23955,15,Grands centres urbains,83160.0,https://fr.wikipedia.org/wiki/fr:La Valette-du-Var,43.15,5.992
84007,Avignon,Vaucluse,Provence-Alpes-Côte d'Azur,90330,65,Grands centres urbains,84000.0,https://fr.wikipedia.org/wiki/fr:Avignon,43.935,4.841
84031,Carpentras,Vaucluse,Provence-Alpes-Côte d'Azur,30769,38,Centres urbains intermédiaires,84200.0,https://fr.wikipedia.org/wiki/fr:Carpentras,44.059,5.061
84035,Cavaillon,Vaucluse,Provence-Alpes-Côte d'Azur,25923,46,Centres urbains intermédiaires,84300.0,https://fr.wikipedia.org/wiki/fr:Cavaillon,43.851,5.036
84087,Orange,Vaucluse,Provence-Alpes-Côte d'Azur,28949,74,Centres urbains intermédiaires,84100.0,https://fr.wikipedia.org/wiki/fr:Orange (Vaucluse),44.129,4.81
84089,Pertuis,Vaucluse,Provence-Alpes-Côte d'Azur,20012,59,Centres urbains intermédiaires,84120.0,https://fr.wikipedia.org/wiki/fr:Pertuis (Vaucluse),43.687,5.52
85047,Challans,Vendée,Pays de la Loire,22494,65,Petites villes,85300.0,https://fr.wikipedia.org/wiki/fr:Challans,46.835,-1.84
85146,Montaigu-Vendée,Vendée,Pays de la Loire,20605,3,Petites villes,85600.0,https://fr.wikipedia.org/wiki/fr:Montaigu-Vendée,46.976,-1.314
85191,La Roche-sur-Yon,Vendée,Pays de la Loire,54952,88,Centres urbains intermédiaires,85000.0,https://fr.wikipedia.org/wiki/fr:La Roche-sur-Yon,46.668,-1.408
85194,Les Sables-d'Olonne,Vendée,Pays de la Loire,48402,9,Petites villes,85180.0,https://fr.wikipedia.org/wiki/fr:Les Sables-d'Olonne (commune nouvelle),46.501,-1.793
86066,Châtellerault,Vienne,Nouvelle-Aquitaine,31284,52,Centres urbains intermédiaires,86100.0,https://fr.wikipedia.org/wiki/fr:Châtellerault,46.816,0.553
86194,Poitiers,Vienne,Nouvelle-Aquitaine,90240,42,Grands centres urbains,86000.0,https://fr.wikipedia.org/wiki/fr:Poitiers,46.584,0.36
87085,Limoges,Haute-Vienne,Nouvelle-Aquitaine,129760,80,Grands centres urbains,87100.0,https://fr.wikipedia.org/wiki/fr:Limoges,45.854,1.249
88160,Épinal,Vosges,Grand Est,32285,59,Centres urbains intermédiaires,88000.0,https://fr.wikipedia.org/wiki/fr:Épinal,48.163,6.48
89024,Auxerre,Yonne,Bourgogne-Franche-Comté,34778,50,Centres urbains intermédiaires,89000.0,https://fr.wikipedia.org/wiki/fr:Auxerre,47.794,3.582
89387,Sens,Yonne,Bourgogne-Franche-Comté,27034,22,Centres urbains intermédiaires,89100.0,https://fr.wikipedia.org/wiki/fr:Sens (Yonne),48.196,3.298
90010,Belfort,Territoire de Belfort,Bourgogne-Franche-Comté,45155,17,Grands centres urbains,90000.0,https://fr.wikipedia.org/wiki/fr:Belfort,47.647,6.845
91027,Athis-Mons,Essonne,Île-de-France,36222,9,Grands centres urbains,91200.0,https://fr.wikipedia.org/wiki/fr:Athis-Mons,48.709,2.387
91103,Brétigny-sur-Orge,Essonne,Île-de-France,27106,15,Grands centres urbains,91220.0,https://fr.wikipedia.org/wiki/fr:Brétigny-sur-Orge,48.602,2.302
91114,Brunoy,Essonne,Île-de-France,25423,7,Grands centres urbains,91800.0,https://fr.wikipedia.org/wiki/fr:Brunoy,48.696,2.504
91174,Corbeil-Essonnes,Essonne,Île-de-France,52683,11,Grands centres urbains,91100.0,https://fr.wikipedia.org/wiki/fr:Corbeil-Essonnes,48.604,2.469
91201,Draveil,Essonne,Île-de-France,29173,16,Grands centres urbains,91210.0,https://fr.wikipedia.org/wiki/fr:Draveil,48.678,2.422
91223,Étampes,Essonne,Île-de-France,26529,46,Centres urbains intermédiaires,91150.0,https://fr.wikipedia.org/wiki/fr:Étampes,48.421,2.138
91228,Évry-Courcouronnes,Essonne,Île-de-France,66177,9,Grands centres urbains,91080.0,https://fr.wikipedia.org/wiki/fr:Évry-Courcouronnes,48.63,2.44
91272,Gif-sur-Yvette,Essonne,Île-de-France,22352,12,Grands centres urbains,91190.0,https://fr.wikipedia.org/wiki/fr:Gif-sur-Yvette,48.699,2.128
91286,Grigny,Essonne,Île-de-France,27257,5,Grands centres urbains,91350.0,https://fr.wikipedia.org/wiki/fr:Grigny (Essonne),48.657,2.388
91345,Longjumeau,Essonne,Île-de-France,20620,5,Grands centres urbains,91160.0,https://fr.wikipedia.org/wiki/fr:Longjumeau,48.69,2.302
91377,Massy,Essonne,Île-de-France,50962,9,Grands centres urbains,91300.0,https://fr.wikipedia.org/wiki/fr:Massy (Essonne),48.728,2.275
91421,Montgeron,Essonne,Île-de-France,23800,11,Grands centres urbains,91230.0,https://fr.wikipedia.org/wiki/fr:Montgeron,48.695,2.462
91434,Morsang-sur-Orge,Essonne,Île-de-France,20785,4,Grands centres urbains,91390.0,https://fr.wikipedia.org/wiki/fr:Morsang-sur-Orge,48.656,2.351
91477,Palaiseau,Essonne,Île-de-France,34893,12,Grands centres urbains,91120.0,https://fr.wikipedia.org/wiki/fr:Palaiseau,48.715,2.229
91521,Ris-Orangis,Essonne,Île-de-France,29825,8,Grands centres urbains,91130.0,https://fr.wikipedia.org/wiki/fr:Ris-Orangis,48.645,2.408
91549,Sainte-Geneviève-des-Bois,Essonne,Île-de-France,35846,9,Grands centres urbains,91700.0,https://fr.wikipedia.org/wiki/fr:Sainte-Geneviève-des-Bois (Essonne),48.641,2.33
91570,Saint-Michel-sur-Orge,Essonne,Île-de-France,21437,5,Grands centres urbains,91240.0,https://fr.wikipedia.org/wiki/fr:Saint-Michel-sur-Orge,48.632,2.312
91589,Savigny-sur-Orge,Essonne,Île-de-France,37371,7,Grands centres urbains,91600.0,https://fr.wikipedia.org/wiki/fr:Savigny-sur-Orge,48.684,2.349
91657,Vigneux-sur-Seine,Essonne,Île-de-France,31050,9,Grands centres urbains,91270.0,https://fr.wikipedia.org/wiki/fr:Vigneux-sur-Seine,48.704,2.428
91687,Viry-Châtillon,Essonne,Île-de-France,31045,6,Grands centres urbains,91170.0,https://fr.wikipedia.org/wiki/fr:Viry-Châtillon,48.67,2.374
91691,Yerres,Essonne,Île-de-France,28699,10,Grands centres urbains,91330.0,https://fr.wikipedia.org/wiki/fr:Yerres (Essonne),48.716,2.493
91692,Les Ulis,Essonne,Île-de-France,25253,5,Grands centres urbains,91940.0,https://fr.wikipedia.org/wiki/fr:Les Ulis,48.68,2.185
92002,Antony,Hauts-de-Seine,Île-de-France,63232,10,Grands centres urbains,92160.0,https://fr.wikipedia.org/wiki/fr:Antony,48.75,2.299
92004,Asnières-sur-Seine,Hauts-de-Seine,Île-de-France,89662,5,Grands centres urbains,92600.0,https://fr.wikipedia.org/wiki/fr:Asnières-sur-Seine,48.915,2.288
92007,Bagneux,Hauts-de-Seine,Île-de-France,43699,4,Grands centres urbains,92220.0,https://fr.wikipedia.org/wiki/fr:Bagneux (Hauts-de-Seine),48.798,2.31
92009,Bois-Colombes,Hauts-de-Seine,Île-de-France,29765,2,Grands centres urbains,92270.0,https://fr.wikipedia.org/wiki/fr:Bois-Colombes,48.915,2.267
92012,Boulogne-Billancourt,Hauts-de-Seine,Île-de-France,119808,6,Grands centres urbains,92100.0,https://fr.wikipedia.org/wiki/fr:Boulogne-Billancourt,48.837,2.239
92014,Bourg-la-Reine,Hauts-de-Seine,Île-de-France,20810,2,Grands centres urbains,92340.0,https://fr.wikipedia.org/wiki/fr:Bourg-la-Reine,48.78,2.316
92019,Châtenay-Malabry,Hauts-de-Seine,Île-de-France,34898,6,Grands centres urbains,92290.0,https://fr.wikipedia.org/wiki/fr:Châtenay-Malabry,48.768,2.263
92020,Châtillon,Hauts-de-Seine,Île-de-France,36777,3,Grands centres urbains,92320.0,https://fr.wikipedia.org/wiki/fr:Châtillon (Hauts-de-Seine),48.803,2.288
92023,Clamart,Hauts-de-Seine,Île-de-France,54491,9,Grands centres urbains,92140.0,https://fr.wikipedia.org/wiki/fr:Clamart,48.796,2.255
92024,Clichy,Hauts-de-Seine,Île-de-France,64849,3,Grands centres urbains,92110.0,https://fr.wikipedia.org/wiki/fr:Clichy,48.904,2.306
92025,Colombes,Hauts-de-Seine,Île-de-France,88870,8,Grands centres urbains,92700.0,https://fr.wikipedia.org/wiki/fr:Colombes,48.922,2.247
92026,Courbevoie,Hauts-de-Seine,Île-de-France,81516,4,Grands centres urbains,92400.0,https://fr.wikipedia.org/wiki/fr:Courbevoie,48.898,2.256
92032,Fontenay-aux-Roses,Hauts-de-Seine,Île-de-France,24772,3,Grands centres urbains,92260.0,https://fr.wikipedia.org/wiki/fr:Fontenay-aux-Roses,48.79,2.287
92035,La Garenne-Colombes,Hauts-de-Seine,Île-de-France,29932,2,Grands centres urbains,92250.0,https://fr.wikipedia.org/wiki/fr:La Garenne-Colombes,48.907,2.245
92036,Gennevilliers,Hauts-de-Seine,Île-de-France,49410,12,Grands centres urbains,92230.0,https://fr.wikipedia.org/wiki/fr:Gennevilliers,48.934,2.294
92040,Issy-les-Moulineaux,Hauts-de-Seine,Île-de-France,68580,4,Grands centres urbains,92130.0,https://fr.wikipedia.org/wiki/fr:Issy-les-Moulineaux,48.824,2.264
92044,Levallois-Perret,Hauts-de-Seine,Île-de-France,68009,2,Grands centres urbains,92300.0,https://fr.wikipedia.org/wiki/fr:Levallois-Perret,48.895,2.287
92046,Malakoff,Hauts-de-Seine,Île-de-France,30292,2,Grands centres urbains,92240.0,https://fr.wikipedia.org/wiki/fr:Malakoff (Hauts-de-Seine),48.817,2.297
92048,Meudon,Hauts-de-Seine,Île-de-France,46342,10,Grands centres urbains,92190.0,https://fr.wikipedia.org/wiki/fr:Meudon,48.804,2.227
92049,Montrouge,Hauts-de-Seine,Île-de-France,47657,2,Grands centres urbains,92120.0,https://fr.wikipedia.org/wiki/fr:Montrouge,48.815,2.316
92050,Nanterre,Hauts-de-Seine,Île-de-France,97351,12,Grands centres urbains,92000.0,https://fr.wikipedia.org/wiki/fr:Nanterre,48.896,2.207
92051,Neuilly-sur-Seine,Hauts-de-Seine,Île-de-France,59267,4,Grands centres urbains,92200.0,https://fr.wikipedia.org/wiki/fr:Neuilly-sur-Seine,48.885,2.266
92060,Le Plessis-Robinson,Hauts-de-Seine,Île-de-France,29228,3,Grands centres urbains,92350.0,https://fr.wikipedia.org/wiki/fr:Le Plessis-Robinson,48.78,2.261
92062,Puteaux,Hauts-de-Seine,Île-de-France,43672,3,Grands centres urbains,92800.0,https://fr.wikipedia.org/wiki/fr:Puteaux,48.884,2.238
92063,Rueil-Malmaison,Hauts-de-Seine,Île-de-France,78186,15,Grands centres urbains,92500.0,https://fr.wikipedia.org/wiki/fr:Rueil-Malmaison,48.869,2.177
92064,Saint-Cloud,Hauts-de-Seine,Île-de-France,29727,8,Grands centres urbains,92210.0,https://fr.wikipedia.org/wiki/fr:Saint-Cloud,48.843,2.209
92071,Sceaux,Hauts-de-Seine,Île-de-France,20488,4,Grands centres urbains,92330.0,https://fr.wikipedia.org/wiki/fr:Sceaux (Hauts-de-Seine),48.777,2.295
92072,Sèvres,Hauts-de-Seine,Île-de-France,22618,4,Grands centres urbains,92310.0,https://fr.wikipedia.org/wiki/fr:Sèvres,48.822,2.21
92073,Suresnes,Hauts-de-Seine,Île-de-France,49104,4,Grands centres urbains,92150.0,https://fr.wikipedia.org/wiki/fr:Suresnes,48.87,2.22
92075,Vanves,Hauts-de-Seine,Île-de-France,28014,2,Grands centres urbains,92170.0,https://fr.wikipedia.org/wiki/fr:Vanves,48.822,2.287
92078,Villeneuve-la-Garenne,Hauts-de-Seine,Île-de-France,25371,3,Grands centres urbains,92390.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-la-Garenne,48.936,2.324
93001,Aubervilliers,Seine-Saint-Denis,Île-de-France,90071,6,Grands centres urbains,93300.0,https://fr.wikipedia.org/wiki/fr:Aubervilliers,48.912,2.384
93005,Aulnay-sous-Bois,Seine-Saint-Denis,Île-de-France,86135,16,Grands centres urbains,93600.0,https://fr.wikipedia.org/wiki/fr:Aulnay-sous-Bois,48.946,2.493
93006,Bagnolet,Seine-Saint-Denis,Île-de-France,39366,3,Grands centres urbains,93170.0,https://fr.wikipedia.org/wiki/fr:Bagnolet,48.869,2.423
93007,Le Blanc-Mesnil,Seine-Saint-Denis,Île-de-France,58257,8,Grands centres urbains,93150.0,https://fr.wikipedia.org/wiki/fr:Le Blanc-Mesnil,48.94,2.461
93008,Bobigny,Seine-Saint-Denis,Île-de-France,55056,7,Grands centres urbains,93000.0,https://fr.wikipedia.org/wiki/fr:Bobigny,48.908,2.439
93010,Bondy,Seine-Saint-Denis,Île-de-France,52905,5,Grands centres urbains,93140.0,https://fr.wikipedia.org/wiki/fr:Bondy,48.902,2.484
93014,Clichy-sous-Bois,Seine-Saint-Denis,Île-de-France,29735,4,Grands centres urbains,93390.0,https://fr.wikipedia.org/wiki/fr:Clichy-sous-Bois,48.908,2.546
93027,La Courneuve,Seine-Saint-Denis,Île-de-France,47160,8,Grands centres urbains,93120.0,https://fr.wikipedia.org/wiki/fr:La Courneuve,48.932,2.4
93029,Drancy,Seine-Saint-Denis,Île-de-France,71363,8,Grands centres urbains,93700.0,https://fr.wikipedia.org/wiki/fr:Drancy,48.923,2.445
93031,Épinay-sur-Seine,Seine-Saint-Denis,Île-de-France,53489,5,Grands centres urbains,93800.0,https://fr.wikipedia.org/wiki/fr:Épinay-sur-Seine,48.955,2.314
93032,Gagny,Seine-Saint-Denis,Île-de-France,40189,7,Grands centres urbains,93220.0,https://fr.wikipedia.org/wiki/fr:Gagny,48.882,2.545
93045,Les Lilas,Seine-Saint-Denis,Île-de-France,23469,1,Grands centres urbains,93260.0,https://fr.wikipedia.org/wiki/fr:Les Lilas,48.882,2.42
93046,Livry-Gargan,Seine-Saint-Denis,Île-de-France,46028,7,Grands centres urbains,93190.0,https://fr.wikipedia.org/wiki/fr:Livry-Gargan,48.92,2.535
93047,Montfermeil,Seine-Saint-Denis,Île-de-France,27980,5,Grands centres urbains,93370.0,https://fr.wikipedia.org/wiki/fr:Montfermeil,48.898,2.567
93048,Montreuil,Seine-Saint-Denis,Île-de-France,111455,9,Grands centres urbains,93100.0,https://fr.wikipedia.org/wiki/fr:Montreuil (Seine-Saint-Denis),48.863,2.448
93049,Neuilly-Plaisance,Seine-Saint-Denis,Île-de-France,21415,3,Grands centres urbains,93360.0,https://fr.wikipedia.org/wiki/fr:Neuilly-Plaisance,48.864,2.51
93050,Neuilly-sur-Marne,Seine-Saint-Denis,Île-de-France,37531,7,Grands centres urbains,93330.0,https://fr.wikipedia.org/wiki/fr:Neuilly-sur-Marne,48.862,2.54
93051,Noisy-le-Grand,Seine-Saint-Denis,Île-de-France,70374,13,Grands centres urbains,93160.0,https://fr.wikipedia.org/wiki/fr:Noisy-le-Grand,48.836,2.564
93053,Noisy-le-Sec,Seine-Saint-Denis,Île-de-France,46094,5,Grands centres urbains,93130.0,https://fr.wikipedia.org/wiki/fr:Noisy-le-Sec,48.891,2.459
93055,Pantin,Seine-Saint-Denis,Île-de-France,60800,5,Grands centres urbains,93500.0,https://fr.wikipedia.org/wiki/fr:Pantin,48.898,2.409
93057,Les Pavillons-sous-Bois,Seine-Saint-Denis,Île-de-France,24165,3,Grands centres urbains,93320.0,https://fr.wikipedia.org/wiki/fr:Les Pavillons-sous-Bois,48.908,2.503
93059,Pierrefitte-sur-Seine,Seine-Saint-Denis,Île-de-France,32379,3,Grands centres urbains,93380.0,https://fr.wikipedia.org/wiki/fr:Pierrefitte-sur-Seine,48.961,2.363
93063,Romainville,Seine-Saint-Denis,Île-de-France,33266,3,Grands centres urbains,93230.0,https://fr.wikipedia.org/wiki/fr:Romainville,48.885,2.438
93064,Rosny-sous-Bois,Seine-Saint-Denis,Île-de-France,45655,6,Grands centres urbains,93110.0,https://fr.wikipedia.org/wiki/fr:Rosny-sous-Bois,48.875,2.486
93066,Saint-Denis,Seine-Saint-Denis,Île-de-France,113942,12,Grands centres urbains,93210.0,https://fr.wikipedia.org/wiki/fr:Saint-Denis (Seine-Saint-Denis),48.93,2.359
93070,Saint-Ouen-sur-Seine,Seine-Saint-Denis,Île-de-France,53207,4,Grands centres urbains,93400.0,https://fr.wikipedia.org/wiki/fr:Saint-Ouen-sur-Seine,48.91,2.333
93071,Sevran,Seine-Saint-Denis,Île-de-France,51845,7,Grands centres urbains,93270.0,https://fr.wikipedia.org/wiki/fr:Sevran,48.939,2.531
93072,Stains,Seine-Saint-Denis,Île-de-France,40359,5,Grands centres urbains,93240.0,https://fr.wikipedia.org/wiki/fr:Stains,48.957,2.385
93073,Tremblay-en-France,Seine-Saint-Denis,Île-de-France,37271,23,Grands centres urbains,93290.0,https://fr.wikipedia.org/wiki/fr:Tremblay-en-France,48.978,2.555
93077,Villemomble,Seine-Saint-Denis,Île-de-France,30332,4,Grands centres urbains,93250.0,https://fr.wikipedia.org/wiki/fr:Villemomble,48.885,2.509
93078,Villepinte,Seine-Saint-Denis,Île-de-France,38725,10,Grands centres urbains,93420.0,https://fr.wikipedia.org/wiki/fr:Villepinte (Seine-Saint-Denis),48.959,2.536
94002,Alfortville,Val-de-Marne,Île-de-France,45046,4,Grands centres urbains,94140.0,https://fr.wikipedia.org/wiki/fr:Alfortville,48.796,2.421
94003,Arcueil,Val-de-Marne,Île-de-France,21557,2,Grands centres urbains,94110.0,https://fr.wikipedia.org/wiki/fr:Arcueil,48.806,2.334
94016,Cachan,Val-de-Marne,Île-de-France,30592,3,Grands centres urbains,94230.0,https://fr.wikipedia.org/wiki/fr:Cachan,48.792,2.332
94017,Champigny-sur-Marne,Val-de-Marne,Île-de-France,77724,11,Grands centres urbains,94500.0,https://fr.wikipedia.org/wiki/fr:Champigny-sur-Marne,48.817,2.517
94018,Charenton-le-Pont,Val-de-Marne,Île-de-France,29445,2,Grands centres urbains,94220.0,https://fr.wikipedia.org/wiki/fr:Charenton-le-Pont,48.823,2.408
94021,Chevilly-Larue,Val-de-Marne,Île-de-France,20326,4,Grands centres urbains,94550.0,https://fr.wikipedia.org/wiki/fr:Chevilly-Larue,48.767,2.353
94022,Choisy-le-Roi,Val-de-Marne,Île-de-France,46129,5,Grands centres urbains,94600.0,https://fr.wikipedia.org/wiki/fr:Choisy-le-Roi,48.764,2.417
94028,Créteil,Val-de-Marne,Île-de-France,92989,11,Grands centres urbains,94000.0,https://fr.wikipedia.org/wiki/fr:Créteil,48.784,2.455
94033,Fontenay-sous-Bois,Val-de-Marne,Île-de-France,51812,6,Grands centres urbains,94120.0,https://fr.wikipedia.org/wiki/fr:Fontenay-sous-Bois,48.851,2.474
94034,Fresnes,Val-de-Marne,Île-de-France,28780,4,Grands centres urbains,94260.0,https://fr.wikipedia.org/wiki/fr:Fresnes (Val-de-Marne),48.757,2.326
94038,L'Haÿ-les-Roses,Val-de-Marne,Île-de-France,31392,4,Grands centres urbains,94240.0,https://fr.wikipedia.org/wiki/fr:L'Haÿ-les-Roses,48.776,2.338
94041,Ivry-sur-Seine,Val-de-Marne,Île-de-France,64001,6,Grands centres urbains,94200.0,https://fr.wikipedia.org/wiki/fr:Ivry-sur-Seine,48.813,2.388
94042,Joinville-le-Pont,Val-de-Marne,Île-de-France,20413,2,Grands centres urbains,94340.0,https://fr.wikipedia.org/wiki/fr:Joinville-le-Pont,48.819,2.47
94043,Le Kremlin-Bicêtre,Val-de-Marne,Île-de-France,24380,2,Grands centres urbains,94270.0,https://fr.wikipedia.org/wiki/fr:Le Kremlin-Bicêtre,48.809,2.357
94044,Limeil-Brévannes,Val-de-Marne,Île-de-France,27999,7,Grands centres urbains,94450.0,https://fr.wikipedia.org/wiki/fr:Limeil-Brévannes,48.745,2.489
94046,Maisons-Alfort,Val-de-Marne,Île-de-France,58068,5,Grands centres urbains,94700.0,https://fr.wikipedia.org/wiki/fr:Maisons-Alfort,48.806,2.438
94052,Nogent-sur-Marne,Val-de-Marne,Île-de-France,33472,3,Grands centres urbains,94130.0,https://fr.wikipedia.org/wiki/fr:Nogent-sur-Marne,48.837,2.482
94054,Orly,Val-de-Marne,Île-de-France,24482,7,Grands centres urbains,94310.0,https://fr.wikipedia.org/wiki/fr:Orly,48.743,2.395
94058,Le Perreux-sur-Marne,Val-de-Marne,Île-de-France,34213,4,Grands centres urbains,94170.0,https://fr.wikipedia.org/wiki/fr:Le Perreux-sur-Marne,48.842,2.504
94059,Le Plessis-Trévise,Val-de-Marne,Île-de-France,20218,4,Grands centres urbains,94420.0,https://fr.wikipedia.org/wiki/fr:Le Plessis-Trévise,48.806,2.576
94067,Saint-Mandé,Val-de-Marne,Île-de-France,21195,1,Grands centres urbains,94160.0,https://fr.wikipedia.org/wiki/fr:Saint-Mandé,48.842,2.419
94068,Saint-Maur-des-Fossés,Val-de-Marne,Île-de-France,75441,11,Grands centres urbains,94210.0,https://fr.wikipedia.org/wiki/fr:Saint-Maur-des-Fossés,48.799,2.494
94071,Sucy-en-Brie,Val-de-Marne,Île-de-France,27622,10,Grands centres urbains,94370.0,https://fr.wikipedia.org/wiki/fr:Sucy-en-Brie,48.766,2.533
94073,Thiais,Val-de-Marne,Île-de-France,31097,6,Grands centres urbains,94320.0,https://fr.wikipedia.org/wiki/fr:Thiais,48.761,2.385
94076,Villejuif,Val-de-Marne,Île-de-France,57753,5,Grands centres urbains,94800.0,https://fr.wikipedia.org/wiki/fr:Villejuif,48.793,2.36
94077,Villeneuve-le-Roi,Val-de-Marne,Île-de-France,21129,8,Grands centres urbains,94290.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-le-Roi,48.732,2.41
94078,Villeneuve-Saint-Georges,Val-de-Marne,Île-de-France,35492,8,Grands centres urbains,94190.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-Saint-Georges,48.741,2.449
94079,Villiers-sur-Marne,Val-de-Marne,Île-de-France,30669,4,Grands centres urbains,94350.0,https://fr.wikipedia.org/wiki/fr:Villiers-sur-Marne,48.826,2.545
94080,Vincennes,Val-de-Marne,Île-de-France,48798,2,Grands centres urbains,94300.0,https://fr.wikipedia.org/wiki/fr:Vincennes,48.847,2.438
94081,Vitry-sur-Seine,Val-de-Marne,Île-de-France,96205,12,Grands centres urbains,94400.0,https://fr.wikipedia.org/wiki/fr:Vitry-sur-Seine,48.788,2.394
95018,Argenteuil,Val-d'Oise,Île-de-France,107221,17,Grands centres urbains,95100.0,https://fr.wikipedia.org/wiki/fr:Argenteuil (Val-d'Oise),48.951,2.241
95063,Bezons,Val-d'Oise,Île-de-France,32017,4,Grands centres urbains,95870.0,https://fr.wikipedia.org/wiki/fr:Bezons,48.926,2.211
95127,Cergy,Val-d'Oise,Île-de-France,68348,15,Grands centres urbains,95000.0,https://fr.wikipedia.org/wiki/fr:Cergy,49.04,2.051
