code_insee,nom_standard,dep_nom,reg_nom,population,superficie_km2,grille_densite_texte,code_postal,url_wikipedia
01053,Bourg-en-Bresse,Ain,Auvergne-Rhône-Alpes,41525,24,Centres urbains intermédiaires,1000.0,https://fr.wikipedia.org/wiki/fr:Bourg-en-Bresse
01283,Oyonnax,Ain,Auvergne-Rhône-Alpes,22277,36,Centres urbains intermédiaires,1100.0,https://fr.wikipedia.org/wiki/fr:Oyonnax
02408,Laon,Aisne,Hauts-de-France,24021,45,Centres urbains intermédiaires,2000.0,https://fr.wikipedia.org/wiki/fr:Laon
02691,Saint-Quentin,Aisne,Hauts-de-France,52958,23,Centres urbains intermédiaires,2100.0,https://fr.wikipedia.org/wiki/fr:Saint-Quentin
02722,Soissons,Aisne,Hauts-de-France,28705,12,Centres urbains intermédiaires,2200.0,https://fr.wikipedia.org/wiki/fr:Soissons
03185,Montluçon,Allier,Auvergne-Rhône-Alpes,33342,21,Centres urbains intermédiaires,3100.0,https://fr.wikipedia.org/wiki/fr:Montluçon
03310,Vichy,Allier,Auvergne-Rhône-Alpes,25789,6,Centres urbains intermédiaires,3200.0,https://fr.wikipedia.org/wiki/fr:Vichy
04112,Manosque,Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,22926,57,Centres urbains intermédiaires,4100.0,https://fr.wikipedia.org/wiki/fr:Manosque
05061,Gap,Hautes-Alpes,Provence-Alpes-Côte d'Azur,40500,109,Centres urbains intermédiaires,5000.0,https://fr.wikipedia.org/wiki/fr:Gap
06004,Antibes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,75130,27,Grands centres urbains,6160.0,https://fr.wikipedia.org/wiki/fr:Antibes
06027,Cagnes-sur-Mer,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,52580,18,Grands centres urbains,6800.0,https://fr.wikipedia.org/wiki/fr:Cagnes-sur-Mer
06029,Cannes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,73255,21,Grands centres urbains,6150.0,https://fr.wikipedia.org/wiki/fr:Cannes
06030,Le Cannet,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,41597,8,Grands centres urbains,6110.0,https://fr.wikipedia.org/wiki/fr:Le Cannet
06069,Grasse,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,48323,44,Centres urbains intermédiaires,6130.0,https://fr.wikipedia.org/wiki/fr:Grasse
06079,Mandelieu-la-Napoule,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,21561,32,Grands centres urbains,6210.0,https://fr.wikipedia.org/wiki/fr:Mandelieu-la-Napoule
06083,Menton,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,30412,14,Centres urbains intermédiaires,6500.0,https://fr.wikipedia.org/wiki/fr:Menton (Alpes-Maritimes)
06088,Nice,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,348085,74,Grands centres urbains,6000.0,https://fr.wikipedia.org/wiki/fr:Nice
06123,Saint-Laurent-du-Var,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,30941,9,Grands centres urbains,6700.0,https://fr.wikipedia.org/wiki/fr:Saint-Laurent-du-Var
06155,Vallauris,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,28025,13,Grands centres urbains,6220.0,https://fr.wikipedia.org/wiki/fr:Vallauris
08105,Charleville-Mézières,Ardennes,Grand Est,46398,32,Centres urbains intermédiaires,8000.0,https://fr.wikipedia.org/wiki/fr:Charleville-Mézières
10387,Troyes,Aube,Grand Est,62782,13,Grands centres urbains,10000.0,https://fr.wikipedia.org/wiki/fr:Troyes
11069,Carcassonne,Aude,Occitanie,46218,65,Centres urbains intermédiaires,11000.0,https://fr.wikipedia.org/wiki/fr:Carcassonne
11262,Narbonne,Aude,Occitanie,56395,175,Centres urbains intermédiaires,11100.0,https://fr.wikipedia.org/wiki/fr:Narbonne
12145,Millau,Aveyron,Occitanie,21712,170,Centres urbains intermédiaires,12100.0,https://fr.wikipedia.org/wiki/fr:Millau
12202,Rodez,Aveyron,Occitanie,24207,11,Centres urbains intermédiaires,12000.0,https://fr.wikipedia.org/wiki/fr:Rodez
13001,Aix-en-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,147478,188,Grands centres urbains,13100.0,https://fr.wikipedia.org/wiki/fr:Aix-en-Provence
13002,Allauch,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,21490,50,Grands centres urbains,13190.0,https://fr.wikipedia.org/wiki/fr:Allauch
13004,Arles,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,50415,758,Centres urbains intermédiaires,13280.0,https://fr.wikipedia.org/wiki/fr:Arles
13005,Aubagne,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,47342,55,Grands centres urbains,13400.0,https://fr.wikipedia.org/wiki/fr:Aubagne
13028,La Ciotat,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,36987,32,Centres urbains intermédiaires,13600.0,https://fr.wikipedia.org/wiki/fr:La Ciotat
13041,Gardanne,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,21174,27,Centres urbains intermédiaires,13120.0,https://fr.wikipedia.org/wiki/fr:Gardanne
13047,Istres,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,44577,114,Centres urbains intermédiaires,13118.0,https://fr.wikipedia.org/wiki/fr:Istres
13054,Marignane,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,33003,24,Centres urbains intermédiaires,13700.0,https://fr.wikipedia.org/wiki/fr:Marignane
13055,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,873076,241,Grands centres urbains,13000.0,https://fr.wikipedia.org/wiki/fr:Marseille
13056,Martigues,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,48568,74,Grands centres urbains,13500.0,https://fr.wikipedia.org/wiki/fr:Martigues
13063,Miramas,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,26405,26,Centres urbains intermédiaires,13140.0,https://fr.wikipedia.org/wiki/fr:Miramas
13071,Les Pennes-Mirabeau,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,22161,34,Ceintures urbaines,13170.0,https://fr.wikipedia.org/wiki/fr:Les Pennes-Mirabeau
13103,Salon-de-Provence,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,44731,71,Centres urbains intermédiaires,13300.0,https://fr.wikipedia.org/wiki/fr:Salon-de-Provence
13117,Vitrolles,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,35532,37,Centres urbains intermédiaires,13127.0,https://fr.wikipedia.org/wiki/fr:Vitrolles (Bouches-du-Rhône)
14118,Caen,Calvados,Normandie,108200,26,Grands centres urbains,14000.0,https://fr.wikipedia.org/wiki/fr:Caen
14327,Hérouville-Saint-Clair,Calvados,Normandie,22227,11,Grands centres urbains,14200.0,https://fr.wikipedia.org/wiki/fr:Hérouville-Saint-Clair
15014,Aurillac,Cantal,Auvergne-Rhône-Alpes,25815,29,Centres urbains intermédiaires,15000.0,https://fr.wikipedia.org/wiki/fr:Aurillac
16015,Angoulême,Charente,Nouvelle-Aquitaine,41086,22,Centres urbains intermédiaires,16000.0,https://fr.wikipedia.org/wiki/fr:Angoulême
17299,Rochefort,Charente-Maritime,Nouvelle-Aquitaine,23092,22,Centres urbains intermédiaires,17300.0,https://fr.wikipedia.org/wiki/fr:Rochefort (Charente-Maritime)
17300,La Rochelle,Charente-Maritime,Nouvelle-Aquitaine,78535,32,Grands centres urbains,17000.0,https://fr.wikipedia.org/wiki/fr:La Rochelle
17415,Saintes,Charente-Maritime,Nouvelle-Aquitaine,25518,46,Centres urbains intermédiaires,17100.0,https://fr.wikipedia.org/wiki/fr:Saintes
18033,Bourges,Cher,Centre-Val de Loire,63702,69,Grands centres urbains,18000.0,https://fr.wikipedia.org/wiki/fr:Bourges
18279,Vierzon,Cher,Centre-Val de Loire,25348,75,Centres urbains intermédiaires,18100.0,https://fr.wikipedia.org/wiki/fr:Vierzon
19031,Brive-la-Gaillarde,Corrèze,Nouvelle-Aquitaine,46599,48,Centres urbains intermédiaires,19100.0,https://fr.wikipedia.org/wiki/fr:Brive-la-Gaillarde
21054,Beaune,Côte-d'Or,Bourgogne-Franche-Comté,20032,31,Centres urbains intermédiaires,21200.0,https://fr.wikipedia.org/wiki/fr:Beaune
21231,Dijon,Côte-d'Or,Bourgogne-Franche-Comté,159346,42,Grands centres urbains,21000.0,https://fr.wikipedia.org/wiki/fr:Dijon
22113,Lannion,Côtes-d'Armor,Bretagne,20344,48,Petites villes,22300.0,https://fr.wikipedia.org/wiki/fr:Lannion
22278,Saint-Brieuc,Côtes-d'Armor,Bretagne,44224,19,Grands centres urbains,22000.0,https://fr.wikipedia.org/wiki/fr:Saint-Brieuc
24037,Bergerac,Dordogne,Nouvelle-Aquitaine,26323,57,Centres urbains intermédiaires,24100.0,https://fr.wikipedia.org/wiki/fr:Bergerac (Dordogne)
24322,Périgueux,Dordogne,Nouvelle-Aquitaine,29516,10,Centres urbains intermédiaires,24000.0,https://fr.wikipedia.org/wiki/fr:Périgueux
25056,Besançon,Doubs,Bourgogne-Franche-Comté,119198,65,Grands centres urbains,25000.0,https://fr.wikipedia.org/wiki/fr:Besançon
25388,Montbéliard,Doubs,Bourgogne-Franche-Comté,25573,15,Grands centres urbains,25200.0,https://fr.wikipedia.org/wiki/fr:Montbéliard
26198,Montélimar,Drôme,Auvergne-Rhône-Alpes,40399,46,Centres urbains intermédiaires,26200.0,https://fr.wikipedia.org/wiki/fr:Montélimar
26281,Romans-sur-Isère,Drôme,Auvergne-Rhône-Alpes,32911,33,Centres urbains intermédiaires,26100.0,https://fr.wikipedia.org/wiki/fr:Romans-sur-Isère
26362,Valence,Drôme,Auvergne-Rhône-Alpes,64483,37,Grands centres urbains,26000.0,https://fr.wikipedia.org/wiki/fr:Valence (Drôme)
27229,Évreux,Eure,Normandie,47289,26,Centres urbains intermédiaires,27000.0,https://fr.wikipedia.org/wiki/fr:Évreux
27681,Vernon,Eure,Normandie,24543,34,Centres urbains intermédiaires,27200.0,https://fr.wikipedia.org/wiki/fr:Vernon (Eure)
28085,Chartres,Eure-et-Loir,Centre-Val de Loire,38447,17,Grands centres urbains,28000.0,https://fr.wikipedia.org/wiki/fr:Chartres
28134,Dreux,Eure-et-Loir,Centre-Val de Loire,30879,24,Centres urbains intermédiaires,28100.0,https://fr.wikipedia.org/wiki/fr:Dreux
29019,Brest,Finistère,Bretagne,139619,49,Grands centres urbains,29200.0,https://fr.wikipedia.org/wiki/fr:Brest
29039,Concarneau,Finistère,Bretagne,20607,41,Petites villes,29900.0,https://fr.wikipedia.org/wiki/fr:Concarneau
29232,Quimper,Finistère,Bretagne,63642,84,Grands centres urbains,29000.0,https://fr.wikipedia.org/wiki/fr:Quimper
2A004,Ajaccio,Corse-du-Sud,Corse,73822,83,Centres urbains intermédiaires,20000.0,https://fr.wikipedia.org/wiki/fr:Ajaccio
2B033,Bastia,Haute-Corse,Corse,48768,20,Centres urbains intermédiaires,20600.0,https://fr.wikipedia.org/wiki/fr:Bastia
30007,Alès,Gard,Occitanie,43892,23,Centres urbains intermédiaires,30100.0,https://fr.wikipedia.org/wiki/fr:Alès
30189,Nîmes,Gard,Occitanie,148104,161,Grands centres urbains,30900.0,https://fr.wikipedia.org/wiki/fr:Nîmes
31069,Blagnac,Haute-Garonne,Occitanie,26466,17,Grands centres urbains,31700.0,https://fr.wikipedia.org/wiki/fr:Blagnac
31149,Colomiers,Haute-Garonne,Occitanie,40159,21,Grands centres urbains,31770.0,https://fr.wikipedia.org/wiki/fr:Colomiers
31157,Cugnaux,Haute-Garonne,Occitanie,20341,13,Grands centres urbains,31270.0,https://fr.wikipedia.org/wiki/fr:Cugnaux
31395,Muret,Haute-Garonne,Occitanie,25060,58,Centres urbains intermédiaires,31600.0,https://fr.wikipedia.org/wiki/fr:Muret (Haute-Garonne)
31555,Toulouse,Haute-Garonne,Occitanie,504078,118,Grands centres urbains,31100.0,https://fr.wikipedia.org/wiki/fr:Toulouse
31557,Tournefeuille,Haute-Garonne,Occitanie,29439,18,Grands centres urbains,31170.0,https://fr.wikipedia.org/wiki/fr:Tournefeuille
32013,Auch,Gers,Occitanie,23041,73,Centres urbains intermédiaires,32000.0,https://fr.wikipedia.org/wiki/fr:Auch
33039,Bègles,Gironde,Nouvelle-Aquitaine,30813,11,Grands centres urbains,33130.0,https://fr.wikipedia.org/wiki/fr:Bègles
33063,Bordeaux,Gironde,Nouvelle-Aquitaine,261804,50,Grands centres urbains,33300.0,https://fr.wikipedia.org/wiki/fr:Bordeaux
33069,Le Bouscat,Gironde,Nouvelle-Aquitaine,24339,5,Grands centres urbains,33110.0,https://fr.wikipedia.org/wiki/fr:Le Bouscat
33075,Bruges,Gironde,Nouvelle-Aquitaine,20215,14,Grands centres urbains,33520.0,https://fr.wikipedia.org/wiki/fr:Bruges (Gironde)
33119,Cenon,Gironde,Nouvelle-Aquitaine,26778,6,Grands centres urbains,33150.0,https://fr.wikipedia.org/wiki/fr:Cenon
33162,Eysines,Gironde,Nouvelle-Aquitaine,24374,12,Grands centres urbains,33320.0,https://fr.wikipedia.org/wiki/fr:Eysines
33192,Gradignan,Gironde,Nouvelle-Aquitaine,25835,16,Grands centres urbains,33170.0,https://fr.wikipedia.org/wiki/fr:Gradignan
33199,Gujan-Mestras,Gironde,Nouvelle-Aquitaine,22399,50,Ceintures urbaines,33470.0,https://fr.wikipedia.org/wiki/fr:Gujan-Mestras
33243,Libourne,Gironde,Nouvelle-Aquitaine,24557,21,Centres urbains intermédiaires,33500.0,https://fr.wikipedia.org/wiki/fr:Libourne
33249,Lormont,Gironde,Nouvelle-Aquitaine,23291,8,Grands centres urbains,33310.0,https://fr.wikipedia.org/wiki/fr:Lormont
33281,Mérignac,Gironde,Nouvelle-Aquitaine,75729,48,Grands centres urbains,33700.0,https://fr.wikipedia.org/wiki/fr:Mérignac (Gironde)
33318,Pessac,Gironde,Nouvelle-Aquitaine,66760,39,Grands centres urbains,33600.0,https://fr.wikipedia.org/wiki/fr:Pessac
33449,Saint-Médard-en-Jalles,Gironde,Nouvelle-Aquitaine,32538,85,Grands centres urbains,33160.0,https://fr.wikipedia.org/wiki/fr:Saint-Médard-en-Jalles
33522,Talence,Gironde,Nouvelle-Aquitaine,45225,8,Grands centres urbains,33400.0,https://fr.wikipedia.org/wiki/fr:Talence
33529,La Teste-de-Buch,Gironde,Nouvelle-Aquitaine,26556,178,Centres urbains intermédiaires,33115.0,https://fr.wikipedia.org/wiki/fr:La Teste-de-Buch
33550,Villenave-d'Ornon,Gironde,Nouvelle-Aquitaine,40500,21,Grands centres urbains,33140.0,https://fr.wikipedia.org/wiki/fr:Villenave-d'Ornon
34003,Agde,Hérault,Occitanie,29103,51,Centres urbains intermédiaires,34300.0,https://fr.wikipedia.org/wiki/fr:Agde
34032,Béziers,Hérault,Occitanie,80341,96,Grands centres urbains,34500.0,https://fr.wikipedia.org/wiki/fr:Béziers
34057,Castelnau-le-Lez,Hérault,Occitanie,24888,11,Grands centres urbains,34170.0,https://fr.wikipedia.org/wiki/fr:Castelnau-le-Lez
34108,Frontignan,Hérault,Occitanie,23808,40,Centres urbains intermédiaires,34110.0,https://fr.wikipedia.org/wiki/fr:Frontignan
34145,Lunel,Hérault,Occitanie,26185,24,Centres urbains intermédiaires,34400.0,https://fr.wikipedia.org/wiki/fr:Lunel
34172,Montpellier,Hérault,Occitanie,302454,57,Grands centres urbains,34080.0,https://fr.wikipedia.org/wiki/fr:Montpellier
34301,Sète,Hérault,Occitanie,44712,42,Centres urbains intermédiaires,34200.0,https://fr.wikipedia.org/wiki/fr:Sète
35115,Fougères,Ille-et-Vilaine,Bretagne,20653,10,Centres urbains intermédiaires,35300.0,https://fr.wikipedia.org/wiki/fr:Fougères
35238,Rennes,Ille-et-Vilaine,Bretagne,225081,50,Grands centres urbains,35700.0,https://fr.wikipedia.org/wiki/fr:Rennes
35288,Saint-Malo,Ille-et-Vilaine,Bretagne,47323,37,Centres urbains intermédiaires,35400.0,https://fr.wikipedia.org/wiki/fr:Saint-Malo
36044,Châteauroux,Indre,Centre-Val de Loire,42968,25,Centres urbains intermédiaires,36000.0,https://fr.wikipedia.org/wiki/fr:Châteauroux
37122,Joué-lès-Tours,Indre-et-Loire,Centre-Val de Loire,38183,32,Grands centres urbains,37300.0,https://fr.wikipedia.org/wiki/fr:Joué-lès-Tours
37261,Tours,Indre-et-Loire,Centre-Val de Loire,137658,33,Grands centres urbains,37100.0,https://fr.wikipedia.org/wiki/fr:Tours
38053,Bourgoin-Jallieu,Isère,Auvergne-Rhône-Alpes,29577,25,Centres urbains intermédiaires,38300.0,https://fr.wikipedia.org/wiki/fr:Bourgoin-Jallieu
38151,Échirolles,Isère,Auvergne-Rhône-Alpes,36849,8,Grands centres urbains,38130.0,https://fr.wikipedia.org/wiki/fr:Échirolles
38169,Fontaine,Isère,Auvergne-Rhône-Alpes,22891,7,Grands centres urbains,38600.0,https://fr.wikipedia.org/wiki/fr:Fontaine (Isère)
38185,Grenoble,Isère,Auvergne-Rhône-Alpes,157477,19,Grands centres urbains,38000.0,https://fr.wikipedia.org/wiki/fr:Grenoble
38421,Saint-Martin-d'Hères,Isère,Auvergne-Rhône-Alpes,38454,9,Grands centres urbains,38400.0,https://fr.wikipedia.org/wiki/fr:Saint-Martin-d'Hères
38544,Vienne,Isère,Auvergne-Rhône-Alpes,31051,23,Centres urbains intermédiaires,38200.0,https://fr.wikipedia.org/wiki/fr:Vienne (Isère)
38563,Voiron,Isère,Auvergne-Rhône-Alpes,20891,22,Centres urbains intermédiaires,38500.0,https://fr.wikipedia.org/wiki/fr:Voiron
39198,Dole,Jura,Bourgogne-Franche-Comté,23775,38,Centres urbains intermédiaires,39100.0,https://fr.wikipedia.org/wiki/fr:Dole (Jura)
40088,Dax,Landes,Nouvelle-Aquitaine,21347,20,Centres urbains intermédiaires,40100.0,https://fr.wikipedia.org/wiki/fr:Dax
40192,Mont-de-Marsan,Landes,Nouvelle-Aquitaine,30674,37,Centres urbains intermédiaires,40000.0,https://fr.wikipedia.org/wiki/fr:Mont-de-Marsan
41018,Blois,Loir-et-Cher,Centre-Val de Loire,46813,38,Centres urbains intermédiaires,41000.0,https://fr.wikipedia.org/wiki/fr:Blois
42187,Roanne,Loire,Auvergne-Rhône-Alpes,34762,16,Centres urbains intermédiaires,42300.0,https://fr.wikipedia.org/wiki/fr:Roanne
42207,Saint-Chamond,Loire,Auvergne-Rhône-Alpes,35068,55,Centres urbains intermédiaires,42400.0,https://fr.wikipedia.org/wiki/fr:Saint-Chamond
42218,Saint-Étienne,Loire,Auvergne-Rhône-Alpes,172718,80,Grands centres urbains,42100.0,https://fr.wikipedia.org/wiki/fr:Saint-Étienne
44020,Bouguenais,Loire-Atlantique,Pays de la Loire,20410,31,Ceintures urbaines,44340.0,https://fr.wikipedia.org/wiki/fr:Bouguenais
44026,Carquefou,Loire-Atlantique,Pays de la Loire,20510,43,Centres urbains intermédiaires,44470.0,https://fr.wikipedia.org/wiki/fr:Carquefou
44035,La Chapelle-sur-Erdre,Loire-Atlantique,Pays de la Loire,20331,33,Ceintures urbaines,44240.0,https://fr.wikipedia.org/wiki/fr:La Chapelle-sur-Erdre
44047,Couëron,Loire-Atlantique,Pays de la Loire,23057,49,Ceintures urbaines,44220.0,https://fr.wikipedia.org/wiki/fr:Couëron
44109,Nantes,Loire-Atlantique,Pays de la Loire,323204,66,Grands centres urbains,44200.0,https://fr.wikipedia.org/wiki/fr:Nantes
44114,Orvault,Loire-Atlantique,Pays de la Loire,27872,28,Grands centres urbains,44700.0,https://fr.wikipedia.org/wiki/fr:Orvault
44143,Rezé,Loire-Atlantique,Pays de la Loire,42998,16,Grands centres urbains,44400.0,https://fr.wikipedia.org/wiki/fr:Rezé
44162,Saint-Herblain,Loire-Atlantique,Pays de la Loire,49537,30,Grands centres urbains,44800.0,https://fr.wikipedia.org/wiki/fr:Saint-Herblain
44184,Saint-Nazaire,Loire-Atlantique,Pays de la Loire,72057,48,Centres urbains intermédiaires,44600.0,https://fr.wikipedia.org/wiki/fr:Saint-Nazaire
44190,Saint-Sébastien-sur-Loire,Loire-Atlantique,Pays de la Loire,28283,12,Grands centres urbains,44230.0,https://fr.wikipedia.org/wiki/fr:Saint-Sébastien-sur-Loire
44215,Vertou,Loire-Atlantique,Pays de la Loire,26002,38,Ceintures urbaines,44120.0,https://fr.wikipedia.org/wiki/fr:Vertou
45147,Fleury-les-Aubrais,Loiret,Centre-Val de Loire,21438,10,Grands centres urbains,45400.0,https://fr.wikipedia.org/wiki/fr:Fleury-les-Aubrais
45232,Olivet,Loiret,Centre-Val de Loire,22855,23,Grands centres urbains,45160.0,https://fr.wikipedia.org/wiki/fr:Olivet (Loiret)
45234,Orléans,Loiret,Centre-Val de Loire,116617,28,Grands centres urbains,45000.0,https://fr.wikipedia.org/wiki/fr:Orléans
45284,Saint-Jean-de-Braye,Loiret,Centre-Val de Loire,21700,14,Grands centres urbains,45800.0,https://fr.wikipedia.org/wiki/fr:Saint-Jean-de-Braye
46042,Cahors,Lot,Occitanie,20141,65,Centres urbains intermédiaires,46000.0,https://fr.wikipedia.org/wiki/fr:Cahors
47001,Agen,Lot-et-Garonne,Nouvelle-Aquitaine,32485,12,Centres urbains intermédiaires,47000.0,https://fr.wikipedia.org/wiki/fr:Agen
47323,Villeneuve-sur-Lot,Lot-et-Garonne,Nouvelle-Aquitaine,21629,81,Centres urbains intermédiaires,47300.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-sur-Lot
49007,Angers,Maine-et-Loire,Pays de la Loire,157175,44,Grands centres urbains,49000.0,https://fr.wikipedia.org/wiki/fr:Angers
49023,Beaupréau-en-Mauges,Maine-et-Loire,Pays de la Loire,23639,36,Bourgs ruraux,49600.0,https://fr.wikipedia.org/wiki/fr:Beaupréau-en-Mauges
49092,Chemillé-en-Anjou,Maine-et-Loire,Pays de la Loire,21386,49,Bourgs ruraux,49120.0,https://fr.wikipedia.org/wiki/fr:Chemillé-en-Anjou
49099,Cholet,Maine-et-Loire,Pays de la Loire,53936,87,Centres urbains intermédiaires,49300.0,https://fr.wikipedia.org/wiki/fr:Cholet
49301,Sèvremoine,Maine-et-Loire,Pays de la Loire,25806,28,Bourgs ruraux,49450.0,https://fr.wikipedia.org/wiki/fr:Sèvremoine
49328,Saumur,Maine-et-Loire,Pays de la Loire,26215,66,Petites villes,49400.0,https://fr.wikipedia.org/wiki/fr:Saumur
50129,Cherbourg-en-Cotentin,Manche,Normandie,77808,16,Grands centres urbains,50110.0,https://fr.wikipedia.org/wiki/fr:Cherbourg-en-Cotentin
51108,Châlons-en-Champagne,Marne,Grand Est,43877,26,Centres urbains intermédiaires,51000.0,https://fr.wikipedia.org/wiki/fr:Châlons-en-Champagne
51230,Épernay,Marne,Grand Est,22001,23,Centres urbains intermédiaires,51200.0,https://fr.wikipedia.org/wiki/fr:Épernay
51454,Reims,Marne,Grand Est,179380,47,Grands centres urbains,51100.0,https://fr.wikipedia.org/wiki/fr:Reims
52121,Chaumont,Haute-Marne,Grand Est,21699,55,Centres urbains intermédiaires,52000.0,https://fr.wikipedia.org/wiki/fr:Chaumont (Haute-Marne)
52448,Saint-Dizier,Haute-Marne,Grand Est,23068,48,Centres urbains intermédiaires,52100.0,https://fr.wikipedia.org/wiki/fr:Saint-Dizier
53130,Laval,Mayenne,Pays de la Loire,49657,34,Centres urbains intermédiaires,53000.0,https://fr.wikipedia.org/wiki/fr:Laval (Mayenne)
54395,Nancy,Meurthe-et-Moselle,Grand Est,104260,15,Grands centres urbains,54100.0,https://fr.wikipedia.org/wiki/fr:Nancy
54547,Vandœuvre-lès-Nancy,Meurthe-et-Moselle,Grand Est,29537,9,Grands centres urbains,54500.0,https://fr.wikipedia.org/wiki/fr:Vandœuvre-lès-Nancy
56098,Lanester,Morbihan,Bretagne,23026,16,Grands centres urbains,56600.0,https://fr.wikipedia.org/wiki/fr:Lanester
56121,Lorient,Morbihan,Bretagne,57846,15,Grands centres urbains,56100.0,https://fr.wikipedia.org/wiki/fr:Lorient
56260,Vannes,Morbihan,Bretagne,54420,33,Grands centres urbains,56000.0,https://fr.wikipedia.org/wiki/fr:Vannes
57227,Forbach,Moselle,Grand Est,21130,16,Centres urbains intermédiaires,57600.0,https://fr.wikipedia.org/wiki/fr:Forbach
57463,Metz,Moselle,Grand Est,120874,42,Grands centres urbains,57070.0,https://fr.wikipedia.org/wiki/fr:Metz
57480,Montigny-lès-Metz,Moselle,Grand Est,21854,7,Grands centres urbains,57950.0,https://fr.wikipedia.org/wiki/fr:Montigny-lès-Metz
57631,Sarreguemines,Moselle,Grand Est,20624,30,Petites villes,57200.0,https://fr.wikipedia.org/wiki/fr:Sarreguemines
57672,Thionville,Moselle,Grand Est,42163,50,Centres urbains intermédiaires,57100.0,https://fr.wikipedia.org/wiki/fr:Thionville
58194,Nevers,Nièvre,Bourgogne-Franche-Comté,32830,17,Centres urbains intermédiaires,58000.0,https://fr.wikipedia.org/wiki/fr:Nevers
59009,Villeneuve-d'Ascq,Nord,Hauts-de-France,62067,28,Grands centres urbains,59650.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-d'Ascq
59017,Armentières,Nord,Hauts-de-France,25581,6,Centres urbains intermédiaires,59280.0,https://fr.wikipedia.org/wiki/fr:Armentières
59122,Cambrai,Nord,Hauts-de-France,31425,18,Centres urbains intermédiaires,59400.0,https://fr.wikipedia.org/wiki/fr:Cambrai
59155,Coudekerque-Branche,Nord,Hauts-de-France,20765,9,Grands centres urbains,59210.0,https://fr.wikipedia.org/wiki/fr:Coudekerque-Branche
59163,Croix,Nord,Hauts-de-France,20778,4,Grands centres urbains,59170.0,https://fr.wikipedia.org/wiki/fr:Croix (Nord)
59172,Denain,Nord,Hauts-de-France,20640,12,Centres urbains intermédiaires,59220.0,https://fr.wikipedia.org/wiki/fr:Denain
59178,Douai,Nord,Hauts-de-France,39648,17,Grands centres urbains,59500.0,https://fr.wikipedia.org/wiki/fr:Douai
59183,Dunkerque,Nord,Hauts-de-France,86788,43,Grands centres urbains,59140.0,https://fr.wikipedia.org/wiki/fr:Dunkerque
59271,Grande-Synthe,Nord,Hauts-de-France,20331,21,Grands centres urbains,59760.0,https://fr.wikipedia.org/wiki/fr:Grande-Synthe
59279,Halluin,Nord,Hauts-de-France,20829,13,Grands centres urbains,59250.0,https://fr.wikipedia.org/wiki/fr:Halluin
59295,Hazebrouck,Nord,Hauts-de-France,21498,27,Centres urbains intermédiaires,59190.0,https://fr.wikipedia.org/wiki/fr:Hazebrouck
59328,Lambersart,Nord,Hauts-de-France,27121,6,Grands centres urbains,59130.0,https://fr.wikipedia.org/wiki/fr:Lambersart
59350,Lille,Nord,Hauts-de-France,236710,35,Grands centres urbains,59260.0,https://fr.wikipedia.org/wiki/fr:Lille
59360,Loos,Nord,Hauts-de-France,23013,7,Grands centres urbains,59120.0,https://fr.wikipedia.org/wiki/fr:Loos (Nord)
59368,La Madeleine,Nord,Hauts-de-France,22488,3,Grands centres urbains,59110.0,https://fr.wikipedia.org/wiki/fr:La Madeleine (Nord)
59378,Marcq-en-Barœul,Nord,Hauts-de-France,39356,14,Grands centres urbains,59700.0,https://fr.wikipedia.org/wiki/fr:Marcq-en-Barœul
