code_insee,nom_standard,dep_nom,reg_nom,population,superficie_km2,grille_densite_texte,code_postal,url_wikipedia
92048,Meudon,Hauts-de-Seine,Île-de-France,46342,10,Grands centres urbains,92190.0,https://fr.wikipedia.org/wiki/fr:Meudon
92049,Montrouge,Hauts-de-Seine,Île-de-France,47657,2,Grands centres urbains,92120.0,https://fr.wikipedia.org/wiki/fr:Montrouge
92050,Nanterre,Hauts-de-Seine,Île-de-France,97351,12,Grands centres urbains,92000.0,https://fr.wikipedia.org/wiki/fr:Nanterre
92051,Neuilly-sur-Seine,Hauts-de-Seine,Île-de-France,59267,4,Grands centres urbains,92200.0,https://fr.wikipedia.org/wiki/fr:Neuilly-sur-Seine
92060,Le Plessis-Robinson,Hauts-de-Seine,Île-de-France,29228,3,Grands centres urbains,92350.0,https://fr.wikipedia.org/wiki/fr:Le Plessis-Robinson
92062,Puteaux,Hauts-de-Seine,Île-de-France,43672,3,Grands centres urbains,92800.0,https://fr.wikipedia.org/wiki/fr:Puteaux
92063,Rueil-Malmaison,Hauts-de-Seine,Île-de-France,78186,15,Grands centres urbains,92500.0,https://fr.wikipedia.org/wiki/fr:Rueil-Malmaison
92064,Saint-Cloud,Hauts-de-Seine,Île-de-France,29727,8,Grands centres urbains,92210.0,https://fr.wikipedia.org/wiki/fr:Saint-Cloud
92071,Sceaux,Hauts-de-Seine,Île-de-France,20488,4,Grands centres urbains,92330.0,https://fr.wikipedia.org/wiki/fr:Sceaux (Hauts-de-Seine)
92072,Sèvres,Hauts-de-Seine,Île-de-France,22618,4,Grands centres urbains,92310.0,https://fr.wikipedia.org/wiki/fr:Sèvres
92073,Suresnes,Hauts-de-Seine,Île-de-France,49104,4,Grands centres urbains,92150.0,https://fr.wikipedia.org/wiki/fr:Suresnes
92075,Vanves,Hauts-de-Seine,Île-de-France,28014,2,Grands centres urbains,92170.0,https://fr.wikipedia.org/wiki/fr:Vanves
92078,Villeneuve-la-Garenne,Hauts-de-Seine,Île-de-France,25371,3,Grands centres urbains,92390.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-la-Garenne
93001,Aubervilliers,Seine-Saint-Denis,Île-de-France,90071,6,Grands centres urbains,93300.0,https://fr.wikipedia.org/wiki/fr:Aubervilliers
93005,Aulnay-sous-Bois,Seine-Saint-Denis,Île-de-France,86135,16,Grands centres urbains,93600.0,https://fr.wikipedia.org/wiki/fr:Aulnay-sous-Bois
93006,Bagnolet,Seine-Saint-Denis,Île-de-France,39366,3,Grands centres urbains,93170.0,https://fr.wikipedia.org/wiki/fr:Bagnolet
93007,Le Blanc-Mesnil,Seine-Saint-Denis,Île-de-France,58257,8,Grands centres urbains,93150.0,https://fr.wikipedia.org/wiki/fr:Le Blanc-Mesnil
93008,Bobigny,Seine-Saint-Denis,Île-de-France,55056,7,Grands centres urbains,93000.0,https://fr.wikipedia.org/wiki/fr:Bobigny
93010,Bondy,Seine-Saint-Denis,Île-de-France,52905,5,Grands centres urbains,93140.0,https://fr.wikipedia.org/wiki/fr:Bondy
93014,Clichy-sous-Bois,Seine-Saint-Denis,Île-de-France,29735,4,Grands centres urbains,93390.0,https://fr.wikipedia.org/wiki/fr:Clichy-sous-Bois
93027,La Courneuve,Seine-Saint-Denis,Île-de-France,47160,8,Grands centres urbains,93120.0,https://fr.wikipedia.org/wiki/fr:La Courneuve
93029,Drancy,Seine-Saint-Denis,Île-de-France,71363,8,Grands centres urbains,93700.0,https://fr.wikipedia.org/wiki/fr:Drancy
93031,Épinay-sur-Seine,Seine-Saint-Denis,Île-de-France,53489,5,Grands centres urbains,93800.0,https://fr.wikipedia.org/wiki/fr:Épinay-sur-Seine
93032,Gagny,Seine-Saint-Denis,Île-de-France,40189,7,Grands centres urbains,93220.0,https://fr.wikipedia.org/wiki/fr:Gagny
93045,Les Lilas,Seine-Saint-Denis,Île-de-France,23469,1,Grands centres urbains,93260.0,https://fr.wikipedia.org/wiki/fr:Les Lilas
93046,Livry-Gargan,Seine-Saint-Denis,Île-de-France,46028,7,Grands centres urbains,93190.0,https://fr.wikipedia.org/wiki/fr:Livry-Gargan
93047,Montfermeil,Seine-Saint-Denis,Île-de-France,27980,5,Grands centres urbains,93370.0,https://fr.wikipedia.org/wiki/fr:Montfermeil
93048,Montreuil,Seine-Saint-Denis,Île-de-France,111455,9,Grands centres urbains,93100.0,https://fr.wikipedia.org/wiki/fr:Montreuil (Seine-Saint-Denis)
93049,Neuilly-Plaisance,Seine-Saint-Denis,Île-de-France,21415,3,Grands centres urbains,93360.0,https://fr.wikipedia.org/wiki/fr:Neuilly-Plaisance
93050,Neuilly-sur-Marne,Seine-Saint-Denis,Île-de-France,37531,7,Grands centres urbains,93330.0,https://fr.wikipedia.org/wiki/fr:Neuilly-sur-Marne
93051,Noisy-le-Grand,Seine-Saint-Denis,Île-de-France,70374,13,Grands centres urbains,93160.0,https://fr.wikipedia.org/wiki/fr:Noisy-le-Grand
93053,Noisy-le-Sec,Seine-Saint-Denis,Île-de-France,46094,5,Grands centres urbains,93130.0,https://fr.wikipedia.org/wiki/fr:Noisy-le-Sec
93055,Pantin,Seine-Saint-Denis,Île-de-France,60800,5,Grands centres urbains,93500.0,https://fr.wikipedia.org/wiki/fr:Pantin
93057,Les Pavillons-sous-Bois,Seine-Saint-Denis,Île-de-France,24165,3,Grands centres urbains,93320.0,https://fr.wikipedia.org/wiki/fr:Les Pavillons-sous-Bois
93059,Pierrefitte-sur-Seine,Seine-Saint-Denis,Île-de-France,32379,3,Grands centres urbains,93380.0,https://fr.wikipedia.org/wiki/fr:Pierrefitte-sur-Seine
93063,Romainville,Seine-Saint-Denis,Île-de-France,33266,3,Grands centres urbains,93230.0,https://fr.wikipedia.org/wiki/fr:Romainville
93064,Rosny-sous-Bois,Seine-Saint-Denis,Île-de-France,45655,6,Grands centres urbains,93110.0,https://fr.wikipedia.org/wiki/fr:Rosny-sous-Bois
93066,Saint-Denis,Seine-Saint-Denis,Île-de-France,113942,12,Grands centres urbains,93210.0,https://fr.wikipedia.org/wiki/fr:Saint-Denis (Seine-Saint-Denis)
93070,Saint-Ouen-sur-Seine,Seine-Saint-Denis,Île-de-France,53207,4,Grands centres urbains,93400.0,https://fr.wikipedia.org/wiki/fr:Saint-Ouen-sur-Seine
93071,Sevran,Seine-Saint-Denis,Île-de-France,51845,7,Grands centres urbains,93270.0,https://fr.wikipedia.org/wiki/fr:Sevran
93072,Stains,Seine-Saint-Denis,Île-de-France,40359,5,Grands centres urbains,93240.0,https://fr.wikipedia.org/wiki/fr:Stains
93073,Tremblay-en-France,Seine-Saint-Denis,Île-de-France,37271,23,Grands centres urbains,93290.0,https://fr.wikipedia.org/wiki/fr:Tremblay-en-France
93077,Villemomble,Seine-Saint-Denis,Île-de-France,30332,4,Grands centres urbains,93250.0,https://fr.wikipedia.org/wiki/fr:Villemomble
93078,Villepinte,Seine-Saint-Denis,Île-de-France,38725,10,Grands centres urbains,93420.0,https://fr.wikipedia.org/wiki/fr:Villepinte (Seine-Saint-Denis)
94002,Alfortville,Val-de-Marne,Île-de-France,45046,4,Grands centres urbains,94140.0,https://fr.wikipedia.org/wiki/fr:Alfortville
94003,Arcueil,Val-de-Marne,Île-de-France,21557,2,Grands centres urbains,94110.0,https://fr.wikipedia.org/wiki/fr:Arcueil
94016,Cachan,Val-de-Marne,Île-de-France,30592,3,Grands centres urbains,94230.0,https://fr.wikipedia.org/wiki/fr:Cachan
94017,Champigny-sur-Marne,Val-de-Marne,Île-de-France,77724,11,Grands centres urbains,94500.0,https://fr.wikipedia.org/wiki/fr:Champigny-sur-Marne
94018,Charenton-le-Pont,Val-de-Marne,Île-de-France,29445,2,Grands centres urbains,94220.0,https://fr.wikipedia.org/wiki/fr:Charenton-le-Pont
94021,Chevilly-Larue,Val-de-Marne,Île-de-France,20326,4,Grands centres urbains,94550.0,https://fr.wikipedia.org/wiki/fr:Chevilly-Larue
94022,Choisy-le-Roi,Val-de-Marne,Île-de-France,46129,5,Grands centres urbains,94600.0,https://fr.wikipedia.org/wiki/fr:Choisy-le-Roi
94028,Créteil,Val-de-Marne,Île-de-France,92989,11,Grands centres urbains,94000.0,https://fr.wikipedia.org/wiki/fr:Créteil
94033,Fontenay-sous-Bois,Val-de-Marne,Île-de-France,51812,6,Grands centres urbains,94120.0,https://fr.wikipedia.org/wiki/fr:Fontenay-sous-Bois
94034,Fresnes,Val-de-Marne,Île-de-France,28780,4,Grands centres urbains,94260.0,https://fr.wikipedia.org/wiki/fr:Fresnes (Val-de-Marne)
94038,L'Haÿ-les-Roses,Val-de-Marne,Île-de-France,31392,4,Grands centres urbains,94240.0,https://fr.wikipedia.org/wiki/fr:L'Haÿ-les-Roses
94041,Ivry-sur-Seine,Val-de-Marne,Île-de-France,64001,6,Grands centres urbains,94200.0,https://fr.wikipedia.org/wiki/fr:Ivry-sur-Seine
94042,Joinville-le-Pont,Val-de-Marne,Île-de-France,20413,2,Grands centres urbains,94340.0,https://fr.wikipedia.org/wiki/fr:Joinville-le-Pont
94043,Le Kremlin-Bicêtre,Val-de-Marne,Île-de-France,24380,2,Grands centres urbains,94270.0,https://fr.wikipedia.org/wiki/fr:Le Kremlin-Bicêtre
94044,Limeil-Brévannes,Val-de-Marne,Île-de-France,27999,7,Grands centres urbains,94450.0,https://fr.wikipedia.org/wiki/fr:Limeil-Brévannes
94046,Maisons-Alfort,Val-de-Marne,Île-de-France,58068,5,Grands centres urbains,94700.0,https://fr.wikipedia.org/wiki/fr:Maisons-Alfort
94052,Nogent-sur-Marne,Val-de-Marne,Île-de-France,33472,3,Grands centres urbains,94130.0,https://fr.wikipedia.org/wiki/fr:Nogent-sur-Marne
94054,Orly,Val-de-Marne,Île-de-France,24482,7,Grands centres urbains,94310.0,https://fr.wikipedia.org/wiki/fr:Orly
94058,Le Perreux-sur-Marne,Val-de-Marne,Île-de-France,34213,4,Grands centres urbains,94170.0,https://fr.wikipedia.org/wiki/fr:Le Perreux-sur-Marne
94059,Le Plessis-Trévise,Val-de-Marne,Île-de-France,20218,4,Grands centres urbains,94420.0,https://fr.wikipedia.org/wiki/fr:Le Plessis-Trévise
94067,Saint-Mandé,Val-de-Marne,Île-de-France,21195,1,Grands centres urbains,94160.0,https://fr.wikipedia.org/wiki/fr:Saint-Mandé
94068,Saint-Maur-des-Fossés,Val-de-Marne,Île-de-France,75441,11,Grands centres urbains,94210.0,https://fr.wikipedia.org/wiki/fr:Saint-Maur-des-Fossés
94071,Sucy-en-Brie,Val-de-Marne,Île-de-France,27622,10,Grands centres urbains,94370.0,https://fr.wikipedia.org/wiki/fr:Sucy-en-Brie
94073,Thiais,Val-de-Marne,Île-de-France,31097,6,Grands centres urbains,94320.0,https://fr.wikipedia.org/wiki/fr:Thiais
94076,Villejuif,Val-de-Marne,Île-de-France,57753,5,Grands centres urbains,94800.0,https://fr.wikipedia.org/wiki/fr:Villejuif
94077,Villeneuve-le-Roi,Val-de-Marne,Île-de-France,21129,8,Grands centres urbains,94290.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-le-Roi
94078,Villeneuve-Saint-Georges,Val-de-Marne,Île-de-France,35492,8,Grands centres urbains,94190.0,https://fr.wikipedia.org/wiki/fr:Villeneuve-Saint-Georges
94079,Villiers-sur-Marne,Val-de-Marne,Île-de-France,30669,4,Grands centres urbains,94350.0,https://fr.wikipedia.org/wiki/fr:Villiers-sur-Marne
94080,Vincennes,Val-de-Marne,Île-de-France,48798,2,Grands centres urbains,94300.0,https://fr.wikipedia.org/wiki/fr:Vincennes
94081,Vitry-sur-Seine,Val-de-Marne,Île-de-France,96205,12,Grands centres urbains,94400.0,https://fr.wikipedia.org/wiki/fr:Vitry-sur-Seine
95018,Argenteuil,Val-d'Oise,Île-de-France,107221,17,Grands centres urbains,95100.0,https://fr.wikipedia.org/wiki/fr:Argenteuil (Val-d'Oise)
95063,Bezons,Val-d'Oise,Île-de-France,32017,4,Grands centres urbains,95870.0,https://fr.wikipedia.org/wiki/fr:Bezons
95127,Cergy,Val-d'Oise,Île-de-France,68348,15,Grands centres urbains,95000.0,https://fr.wikipedia.org/wiki/fr:Cergy
95176,Cormeilles-en-Parisis,Val-d'Oise,Île-de-France,26741,8,Grands centres urbains,95240.0,https://fr.wikipedia.org/wiki/fr:Cormeilles-en-Parisis
95197,Deuil-la-Barre,Val-d'Oise,Île-de-France,22510,4,Grands centres urbains,95170.0,https://fr.wikipedia.org/wiki/fr:Deuil-la-Barre
95203,Eaubonne,Val-d'Oise,Île-de-France,25373,4,Grands centres urbains,95600.0,https://fr.wikipedia.org/wiki/fr:Eaubonne
95219,Ermont,Val-d'Oise,Île-de-France,28987,4,Grands centres urbains,95120.0,https://fr.wikipedia.org/wiki/fr:Ermont
95252,Franconville,Val-d'Oise,Île-de-France,37520,6,Grands centres urbains,95130.0,https://fr.wikipedia.org/wiki/fr:Franconville (Val-d'Oise)
95268,Garges-lès-Gonesse,Val-d'Oise,Île-de-France,42841,5,Grands centres urbains,95140.0,https://fr.wikipedia.org/wiki/fr:Garges-lès-Gonesse
95277,Gonesse,Val-d'Oise,Île-de-France,25963,20,Grands centres urbains,95500.0,https://fr.wikipedia.org/wiki/fr:Gonesse
95280,Goussainville,Val-d'Oise,Île-de-France,30693,11,Centres urbains intermédiaires,95190.0,https://fr.wikipedia.org/wiki/fr:Goussainville (Val-d'Oise)
95306,Herblay-sur-Seine,Val-d'Oise,Île-de-France,31605,13,Grands centres urbains,95220.0,https://fr.wikipedia.org/wiki/fr:Herblay-sur-Seine
95424,Montigny-lès-Cormeilles,Val-d'Oise,Île-de-France,22603,4,Grands centres urbains,95370.0,https://fr.wikipedia.org/wiki/fr:Montigny-lès-Cormeilles
95428,Montmorency,Val-d'Oise,Île-de-France,21870,5,Grands centres urbains,95160.0,https://fr.wikipedia.org/wiki/fr:Montmorency (Val-d'Oise)
95500,Pontoise,Val-d'Oise,Île-de-France,31327,7,Grands centres urbains,95300.0,https://fr.wikipedia.org/wiki/fr:Pontoise
95555,Saint-Gratien,Val-d'Oise,Île-de-France,20866,3,Grands centres urbains,95210.0,https://fr.wikipedia.org/wiki/fr:Saint-Gratien (Val-d'Oise)
95572,Saint-Ouen-l'Aumône,Val-d'Oise,Île-de-France,25023,14,Grands centres urbains,95310.0,https://fr.wikipedia.org/wiki/fr:Saint-Ouen-l'Aumône
95582,Sannois,Val-d'Oise,Île-de-France,26768,5,Grands centres urbains,95110.0,https://fr.wikipedia.org/wiki/fr:Sannois
95585,Sarcelles,Val-d'Oise,Île-de-France,58424,8,Grands centres urbains,95200.0,https://fr.wikipedia.org/wiki/fr:Sarcelles
95607,Taverny,Val-d'Oise,Île-de-France,27025,10,Grands centres urbains,95150.0,https://fr.wikipedia.org/wiki/fr:Taverny
95680,Villiers-le-Bel,Val-d'Oise,Île-de-France,28836,7,Grands centres urbains,95400.0,https://fr.wikipedia.org/wiki/fr:Villiers-le-Bel
97101,Les Abymes,Guadeloupe,Guadeloupe,52118,70,Centres urbains intermédiaires,97142.0,https://fr.wikipedia.org/wiki/fr:Les Abymes
97103,Baie-Mahault,Guadeloupe,Guadeloupe,30909,47,Ceintures urbaines,97122.0,https://fr.wikipedia.org/wiki/fr:Baie-Mahault
97113,Le Gosier,Guadeloupe,Guadeloupe,27184,45,Ceintures urbaines,97190.0,https://fr.wikipedia.org/wiki/fr:Le Gosier
97117,Le Moule,Guadeloupe,Guadeloupe,22645,83,Petites villes,97160.0,https://fr.wikipedia.org/wiki/fr:Le Moule
97118,Petit-Bourg,Guadeloupe,Guadeloupe,24272,131,Ceintures urbaines,97170.0,https://fr.wikipedia.org/wiki/fr:Petit-Bourg
97128,Sainte-Anne,Guadeloupe,Guadeloupe,24281,81,Petites villes,97180.0,https://fr.wikipedia.org/wiki/fr:Sainte-Anne (Guadeloupe)
97209,Fort-de-France,Martinique,Martinique,74921,44,Grands centres urbains,97200.0,https://fr.wikipedia.org/wiki/fr:Fort-de-France
97213,Le Lamentin,Martinique,Martinique,39641,68,Grands centres urbains,97232.0,https://fr.wikipedia.org/wiki/fr:Le Lamentin
97222,Le Robert,Martinique,Martinique,21305,46,Ceintures urbaines,97231.0,https://fr.wikipedia.org/wiki/fr:Le Robert
97302,Cayenne,Guyane,Guyane,63468,31,Grands centres urbains,97300.0,https://fr.wikipedia.org/wiki/fr:Cayenne
97304,Kourou,Guyane,Guyane,24612,2285,Centres urbains intermédiaires,97310.0,https://fr.wikipedia.org/wiki/fr:Kourou
97307,Matoury,Guyane,Guyane,34810,149,Ceintures urbaines,97351.0,https://fr.wikipedia.org/wiki/fr:Matoury
97309,Remire-Montjoly,Guyane,Guyane,27274,51,Ceintures urbaines,97354.0,https://fr.wikipedia.org/wiki/fr:Remire-Montjoly
97311,Saint-Laurent-du-Maroni,Guyane,Guyane,50250,4151,Centres urbains intermédiaires,97320.0,https://fr.wikipedia.org/wiki/fr:Saint-Laurent-du-Maroni
97407,Le Port,La Réunion,La Réunion,33336,16,Centres urbains intermédiaires,97420.0,https://fr.wikipedia.org/wiki/fr:Le Port (La Réunion)
97408,La Possession,La Réunion,La Réunion,35245,119,Centres urbains intermédiaires,97419.0,https://fr.wikipedia.org/wiki/fr:La Possession
97409,Saint-André,La Réunion,La Réunion,57150,54,Centres urbains intermédiaires,97440.0,https://fr.wikipedia.org/wiki/fr:Saint-André (La Réunion)
97410,Saint-Benoît,La Réunion,La Réunion,37023,230,Ceintures urbaines,97437.0,https://fr.wikipedia.org/wiki/fr:Saint-Benoît (La Réunion)
97411,Saint-Denis,La Réunion,La Réunion,154765,142,Grands centres urbains,97400.0,https://fr.wikipedia.org/wiki/fr:Saint-Denis (La Réunion)
97412,Saint-Joseph,La Réunion,La Réunion,38807,178,Ceintures urbaines,97480.0,https://fr.wikipedia.org/wiki/fr:Saint-Joseph (La Réunion)
97413,Saint-Leu,La Réunion,La Réunion,34893,118,Ceintures urbaines,97416.0,https://fr.wikipedia.org/wiki/fr:Saint-Leu (La Réunion)
97414,Saint-Louis,La Réunion,La Réunion,53935,99,Grands centres urbains,97421.0,https://fr.wikipedia.org/wiki/fr:Saint-Louis (La Réunion)
97415,Saint-Paul,La Réunion,La Réunion,105240,240,Centres urbains intermédiaires,97411.0,https://fr.wikipedia.org/wiki/fr:Saint-Paul (La Réunion)
97416,Saint-Pierre,La Réunion,La Réunion,84077,96,Centres urbains intermédiaires,97410.0,https://fr.wikipedia.org/wiki/fr:Saint-Pierre (La Réunion)
97418,Sainte-Marie,La Réunion,La Réunion,34344,89,Ceintures urbaines,97438.0,https://fr.wikipedia.org/wiki/fr:Sainte-Marie (La Réunion)
97420,Sainte-Suzanne,La Réunion,La Réunion,24293,58,Ceintures urbaines,97441.0,https://fr.wikipedia.org/wiki/fr:Sainte-Suzanne (La Réunion)
97422,Le Tampon,La Réunion,La Réunion,81943,181,Centres urbains intermédiaires,97418.0,https://fr.wikipedia.org/wiki/fr:Le Tampon
97610,Koungou,Mayotte,Mayotte,32156,28,Centres urbains intermédiaires,97600.0,https://fr.wikipedia.org/wiki/fr:Koungou
97611,Mamoudzou,Mayotte,Mayotte,71437,42,Grands centres urbains,97600.0,https://fr.wikipedia.org/wiki/fr:Mamoudzou
